"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-18",,,,"0.02","0.0","0.0",,"55","45",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-19",,,,"0.00","0.0","0.0",,"72","48",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-20",,,,"0.00","0.0","0.0",,"79","61",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-21",,,,"0.00","0.0","0.0",,"82","63",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-22",,,,"0.00","0.0","0.0",,"85","65",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-23",,,,"0.00","0.0","0.0",,"85","64",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-24",,,,"0.00","0.0","0.0",,"83","61",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-25",,,,"0.09","0.0","0.0",,"83","64",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-26",,,,"0.18","0.0","0.0",,"83","65",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-27",,,,"0.04","0.0","0.0",,"71","60",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-28",,,,"0.33","0.0","0.0",,"77","50",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-29",,,,"0.00","0.0","0.0",,"93","62",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-04-30",,,,"0.00","0.0","0.0",,"89","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-01",,,,"0.00","0.0","0.0",,"83","62",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-02",,,,"1.42","0.0","0.0",,"66","52",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-03",,,,"0.18","0.0","0.0",,"75","66",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-04",,,,"0.62","0.0","0.0",,"72","57",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-05",,,,"0.00","0.0","0.0",,"76","50",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-06",,,,"0.00","0.0","0.0",,"77","49",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-07",,,,"0.00","0.0","0.0",,"81","54",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-08",,,,"0.05","0.0","0.0",,"75","60",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-09",,,,"0.00","0.0","0.0",,"81","60",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-10",,,,"0.00","0.0","0.0",,"77","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-11",,,,"0.17","0.0","0.0",,"73","55",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-12",,,,"1.29","0.0","0.0",,"71","63",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-13",,,,"0.00","0.0","0.0",,"82","59",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-14",,,,"0.00","0.0","0.0",,"87","62",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-15",,,,"0.00","0.0","0.0",,"88","72",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-16",,,,"1.02","0.0","0.0",,"84","71",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-17",,,,"0.18","0.0","0.0",,"79","55",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-18",,,,"0.26","0.0","0.0",,"78","59",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-19",,,,"0.31","0.0","0.0",,"83","68",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-20",,,,"0.22","0.0","0.0",,"85","64",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-21",,,,"0.02","0.0","0.0",,"89","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-22",,,,"0.00","0.0","0.0",,"81","62",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-23",,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-24",,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-25",,,,"0.00","0.0","0.0",,"89","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-26",,,,"0.00","0.0","0.0",,"86","71",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-27",,,,"1.53","0.0","0.0",,"81","63",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-28",,,,"0.38","0.0","0.0",,"83","66",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-29",,,,"0.00","0.0","0.0",,"84","59",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-30",,,,"0.00","0.0","0.0",,"80","65",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-05-31",,,,"0.06","0.0","0.0",,"79","66",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-01",,,,"0.00","0.0","0.0",,"85","64",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-02",,,,"0.00","0.0","0.0",,"91","75",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-03",,,,"3.33","0.0","0.0",,"82","61",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-04",,,,"0.04","0.0","0.0",,"85","66",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-05",,,,"0.00","0.0","0.0",,"89","66",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-06",,,,"0.00","0.0","0.0",,"92","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-07",,,,"0.00","0.0","0.0",,"90","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-08",,,,"0.00","0.0","0.0",,"91","73",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-09",,,,"0.00","0.0","0.0",,"92","73",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-10",,,,"0.00","0.0","0.0",,"95","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-11",,,,"0.00","0.0","0.0",,"91","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-12",,,,"0.00","0.0","0.0",,"94","71",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-13",,,,"0.00","0.0","0.0",,"93","75",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-14",,,,"0.00","0.0","0.0",,"94","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-15",,,,"0.00","0.0","0.0",,"95","75",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-16",,,,"0.00","0.0","0.0",,"94","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-17",,,,"0.00","0.0","0.0",,"95","77",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-18",,,,"0.00","0.0","0.0",,"97","75",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-19",,,,"0.00","0.0","0.0",,"98","76",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-20",,,,"0.00","0.0","0.0",,"99","77",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-21",,,,"0.00","0.0","0.0",,"97","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-22",,,,"0.00","0.0","0.0",,"95","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-23",,,,"0.00","0.0","0.0",,"93","59",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-24",,,,"0.00","0.0","0.0",,"90","65",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-25",,,,"1.00","0.0","0.0",,"96","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-26",,,,"0.98","0.0","0.0",,"88","66",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-27",,,,"0.00","0.0","0.0",,"93","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-28",,,,"0.00","0.0","0.0",,"92","73",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-29",,,,"0.00","0.0","0.0",,"91","71",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-06-30",,,,"0.00","0.0","0.0",,"93","71",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-07-01",,,,"0.00","0.0","0.0",,"93","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-07-02",,,,"0.00","0.0","0.0",,"97","75",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-07-03",,,,"0.00","0.0","0.0",,"98","76",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-07-04",,,,"0.75","0.0","0.0",,"96","73",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-07-05",,,,"0.00","0.0","0.0",,"93","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-07-06",,,,"0.00","0.0","0.0",,"93","73",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-07-07",,,,"0.00","0.0","0.0",,"93","75",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-07-08",,,,"0.00","0.0","0.0",,"96","72",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-07-09",,,,"0.03","0.0","0.0",,"97","71",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1990-07-10",,,,"0.00","0.0","0.0",,"95","75",,,,,,,,,,,,,,,,,,,,,,,
